Household_ID,Date,Energy_Consumption_kWh,Household_Size,Avg_Temperature_C,Has_AC,Peak_Hours_Usage_kWh
H06947,2025-04-02,7.4,2,16.0,No,2.4
H06947,2025-04-03,2.9,2,19.0,No,1.2
H06947,2025-04-04,4.5,2,16.8,No,1.4
H06947,2025-04-05,3.3,2,15.3,No,1.0
H06947,2025-04-06,6.4,2,18.3,No,2.4
H06947,2025-04-07,4.5,2,18.3,No,1.6
H06948,2025-04-01,4.6,1,15.5,No,1.4
H06948,2025-04-02,2.6,1,15.9,No,0.8
H06948,2025-04-03,2.1,1,17.0,No,0.6
H06948,2025-04-04,4.0,1,19.6,No,1.4
H06948,2025-04-05,2.5,1,18.6,No,0.8
H06948,2025-04-06,0.5,1,14.0,No,0.2
H06948,2025-04-07,1.8,1,16.7,No,0.6
H06949,2025-04-01,12.8,5,21.5,No,4.5
H06949,2025-04-02,12.0,5,15.2,No,4.8
H06949,2025-04-03,12.2,5,19.5,No,3.7
H06949,2025-04-04,12.2,5,15.5,No,4.4
H06949,2025-04-05,11.9,5,20.0,No,3.9
H06949,2025-04-06,11.5,5,20.0,No,4.4
H06949,2025-04-07,12.8,5,18.3,No,3.9
H06950,2025-04-01,14.6,5,16.9,No,5.5
H06950,2025-04-02,10.5,5,15.2,No,3.6
H06950,2025-04-03,14.2,5,14.2,No,4.4
H06950,2025-04-04,11.0,5,21.8,No,4.3
H06950,2025-04-05,11.0,5,14.4,No,4.3
H06950,2025-04-06,13.8,5,16.9,No,5.0
H06950,2025-04-07,11.8,5,19.0,No,4.5
H06951,2025-04-01,9.8,3,17.8,Yes,4.2
H06951,2025-04-02,13.3,3,23.4,Yes,5.4
H06951,2025-04-03,10.6,3,17.8,Yes,4.6
H06951,2025-04-04,11.7,3,16.2,Yes,5.2
H06951,2025-04-05,9.1,3,20.0,Yes,4.0
H06951,2025-04-06,12.5,3,17.0,Yes,5.7
H06951,2025-04-07,12.9,3,18.6,Yes,6.0
H06952,2025-04-01,9.4,2,15.4,Yes,3.8
H06952,2025-04-02,7.8,2,14.7,Yes,3.4
H06952,2025-04-03,6.5,2,14.9,Yes,2.8
H06952,2025-04-04,7.4,2,19.8,Yes,3.2
H06952,2025-04-05,8.3,2,15.4,Yes,3.7
H06952,2025-04-06,6.1,2,17.7,Yes,2.9
H06952,2025-04-07,4.4,2,18.9,Yes,2.0
H06953,2025-04-01,10.0,2,15.3,Yes,4.8
H06953,2025-04-02,8.4,2,13.9,Yes,3.7
H06953,2025-04-03,8.9,2,18.2,Yes,3.7
H06953,2025-04-04,7.2,2,14.1,Yes,3.4
H06953,2025-04-05,8.8,2,16.8,Yes,3.6
H06953,2025-04-06,6.8,2,20.6,Yes,3.0
H06953,2025-04-07,8.8,2,14.7,Yes,4.3
H06954,2025-04-01,13.6,4,16.1,Yes,6.7
H06954,2025-04-02,16.6,4,18.3,Yes,7.6
H06954,2025-04-03,13.9,4,18.9,Yes,5.6
H06954,2025-04-04,14.0,4,18.0,Yes,6.0
H06954,2025-04-05,15.3,4,18.0,Yes,7.6
H06954,2025-04-06,13.6,4,17.8,Yes,6.2
H06954,2025-04-07,15.2,4,20.9,Yes,6.6
H06955,2025-04-01,2.1,1,19.2,No,0.8
H06955,2025-04-02,3.2,1,15.1,No,1.2
H06955,2025-04-03,2.8,1,19.0,No,1.0
H06955,2025-04-04,3.6,1,15.2,No,1.4
H06955,2025-04-05,2.1,1,13.9,No,0.6
H06955,2025-04-06,0.5,1,19.1,No,0.2
H06955,2025-04-07,1.0,1,14.3,No,0.4
H06956,2025-04-01,15.4,6,18.3,No,5.8
H06956,2025-04-02,15.3,6,17.6,No,5.8
H06956,2025-04-03,13.8,6,17.9,No,4.7
H06956,2025-04-04,14.8,6,17.3,No,5.4
H06956,2025-04-05,19.0,6,16.0,No,5.8
H06956,2025-04-06,15.6,6,16.8,No,6.0
H06956,2025-04-07,17.7,6,19.2,No,6.0
H06957,2025-04-01,5.8,2,19.0,No,1.7
H06957,2025-04-02,5.8,2,16.6,No,1.9
H06957,2025-04-03,5.3,2,16.8,No,1.9
H06957,2025-04-04,4.7,2,18.3,No,1.8
H06957,2025-04-05,3.4,2,22.2,No,1.3
H06957,2025-04-06,4.5,2,12.9,No,1.6
H06957,2025-04-07,2.0,2,16.6,No,0.7
H06958,2025-04-01,20.0,6,17.0,Yes,8.5
H06958,2025-04-02,20.0,6,16.5,Yes,9.5
H06958,2025-04-03,20.0,6,20.0,Yes,9.3
H06958,2025-04-04,20.0,6,18.2,Yes,9.4
H06958,2025-04-05,20.0,6,19.6,Yes,8.4
H06958,2025-04-06,20.0,6,15.9,Yes,9.9
H06958,2025-04-07,20.0,6,15.8,Yes,8.8
H06959,2025-04-01,18.3,5,21.0,Yes,8.2
H06959,2025-04-02,18.9,5,17.9,Yes,9.4
H06959,2025-04-03,18.6,5,18.8,Yes,7.6
H06959,2025-04-04,16.7,5,16.7,Yes,7.6
H06959,2025-04-05,18.5,5,20.1,Yes,7.8
H06959,2025-04-06,17.8,5,14.6,Yes,8.9
H06959,2025-04-07,20.0,5,19.9,Yes,9.9
H06960,2025-04-01,20.0,6,18.7,Yes,8.1
H06960,2025-04-02,20.0,6,12.2,Yes,9.4
H06960,2025-04-03,20.0,6,16.5,Yes,8.4
H06960,2025-04-04,20.0,6,17.8,Yes,9.9
H06960,2025-04-05,20.0,6,13.4,Yes,8.9
H06960,2025-04-06,20.0,6,21.4,Yes,8.8
H06960,2025-04-07,20.0,6,20.4,Yes,9.3
H06961,2025-04-01,3.5,1,18.2,Yes,1.7
H06961,2025-04-02,4.0,1,16.1,Yes,1.8
H06961,2025-04-03,4.4,1,18.7,Yes,2.1
H06961,2025-04-04,2.9,1,14.8,Yes,1.3
H06961,2025-04-05,5.6,1,13.3,Yes,2.5
H06961,2025-04-06,5.6,1,19.7,Yes,2.7
H06961,2025-04-07,4.7,1,14.1,Yes,2.0
H06962,2025-04-01,5.8,1,18.6,Yes,2.5
H06962,2025-04-02,2.7,1,15.8,Yes,1.2
H06962,2025-04-03,1.0,1,14.9,Yes,0.5
H06962,2025-04-04,4.0,1,15.9,Yes,1.7
H06962,2025-04-05,4.8,1,18.8,Yes,2.0
H06962,2025-04-06,2.7,1,14.7,Yes,1.1
H06962,2025-04-07,6.3,1,16.4,Yes,2.8
H06963,2025-04-01,15.4,6,17.3,No,5.1
H06963,2025-04-02,14.4,6,14.7,No,4.8
H06963,2025-04-03,16.0,6,19.6,No,5.5
H06963,2025-04-04,15.3,6,19.6,No,4.9
H06963,2025-04-05,15.3,6,14.9,No,5.1
H06963,2025-04-06,14.6,6,16.7,No,4.7
H06963,2025-04-07,13.3,6,14.3,No,4.3
H06964,2025-04-01,13.2,3,14.3,Yes,6.0
H06964,2025-04-02,11.2,3,23.9,Yes,5.4
H06964,2025-04-03,13.5,3,18.5,Yes,5.8
H06964,2025-04-04,15.5,3,22.0,Yes,7.1
H06964,2025-04-05,9.2,3,16.1,Yes,4.5
H06964,2025-04-06,11.5,3,16.2,Yes,5.5
H06964,2025-04-07,11.9,3,20.0,Yes,4.9
H06965,2025-04-01,4.5,2,10.0,No,1.6
H06965,2025-04-02,5.1,2,18.3,No,1.5
H06965,2025-04-03,4.6,2,16.0,No,1.8
H06965,2025-04-04,7.0,2,16.8,No,2.2
H06965,2025-04-05,5.4,2,14.7,No,1.8
H06965,2025-04-06,6.0,2,18.4,No,2.3
H06965,2025-04-07,3.4,2,19.4,No,1.3
H06966,2025-04-01,12.1,3,21.1,Yes,5.5
H06966,2025-04-02,10.3,3,18.5,Yes,4.8
H06966,2025-04-03,8.0,3,12.6,Yes,3.5
H06966,2025-04-04,12.3,3,20.1,Yes,5.7
H06966,2025-04-05,10.3,3,15.1,Yes,4.3
H06966,2025-04-06,12.1,3,18.3,Yes,5.4
H06966,2025-04-07,11.1,3,17.4,Yes,5.1
H06967,2025-04-01,15.1,6,11.0,No,5.0
H06967,2025-04-02,13.2,6,17.2,No,4.0
H06967,2025-04-03,13.5,6,21.2,No,5.4
H06967,2025-04-04,15.6,6,16.7,No,4.9
H06967,2025-04-05,14.7,6,13.7,No,5.0
H06967,2025-04-06,18.5,6,16.2,No,6.4
H06967,2025-04-07,13.9,6,17.1,No,4.8
H06968,2025-04-01,4.0,2,15.7,No,1.4
H06968,2025-04-02,6.3,2,16.5,No,2.1
H06968,2025-04-03,5.1,2,19.7,No,1.6
H06968,2025-04-04,9.0,2,16.7,No,3.0
H06968,2025-04-05,7.1,2,14.0,No,2.2
H06968,2025-04-06,5.7,2,16.7,No,2.0
H06968,2025-04-07,4.7,2,22.7,No,1.9
H06969,2025-04-01,14.4,4,16.3,Yes,5.9
H06969,2025-04-02,15.8,4,17.4,Yes,6.8
H06969,2025-04-03,15.4,4,15.1,Yes,6.4
H06969,2025-04-04,14.2,4,14.5,Yes,6.9
H06969,2025-04-05,13.3,4,19.1,Yes,5.4
H06969,2025-04-06,13.4,4,18.5,Yes,6.3
H06969,2025-04-07,15.0,4,15.5,Yes,6.7
H06970,2025-04-01,6.8,3,17.9,No,2.5
H06970,2025-04-02,3.7,3,17.3,No,1.3
H06970,2025-04-03,10.6,3,12.8,No,3.5
H06970,2025-04-04,7.1,3,14.7,No,2.5
H06970,2025-04-05,9.9,3,18.6,No,3.1
H06970,2025-04-06,6.2,3,14.1,No,2.2
H06970,2025-04-07,6.5,3,17.2,No,2.3
H06971,2025-04-01,8.6,3,18.5,No,3.4
H06971,2025-04-02,8.7,3,19.2,No,3.4
H06971,2025-04-03,7.9,3,18.8,No,2.5
H06971,2025-04-04,9.0,3,19.8,No,3.4
H06971,2025-04-05,7.4,3,17.8,No,2.7
H06971,2025-04-06,8.9,3,19.8,No,2.8
H06971,2025-04-07,9.8,3,17.6,No,3.4
H06972,2025-04-01,12.1,6,14.7,No,4.7
H06972,2025-04-02,15.6,6,19.1,No,4.8
H06972,2025-04-03,15.4,6,19.0,No,5.1
H06972,2025-04-04,14.2,6,15.5,No,5.0
H06972,2025-04-05,14.1,6,14.4,No,5.4
H06972,2025-04-06,13.2,6,17.7,No,4.5
H06972,2025-04-07,12.4,6,18.9,No,4.2
H06973,2025-04-01,12.4,5,21.0,No,4.6
H06973,2025-04-02,11.9,5,17.2,No,4.2
H06973,2025-04-03,14.9,5,17.5,No,5.2
H06973,2025-04-04,10.3,5,17.4,No,3.7
H06973,2025-04-05,9.6,5,20.2,No,3.0
H06973,2025-04-06,15.4,5,16.6,No,5.5
H06973,2025-04-07,15.0,5,19.1,No,5.6
H06974,2025-04-01,20.0,6,15.7,Yes,8.2
H06974,2025-04-02,20.0,6,23.3,Yes,9.4
H06974,2025-04-03,20.0,6,15.8,Yes,9.9
H06974,2025-04-04,20.0,6,16.9,Yes,8.9
H06974,2025-04-05,20.0,6,14.8,Yes,8.6
H06974,2025-04-06,20.0,6,15.2,Yes,8.0
H06974,2025-04-07,20.0,6,16.8,Yes,9.2
H06975,2025-04-01,8.1,3,16.6,No,3.1
H06975,2025-04-02,6.8,3,18.2,No,2.1
H06975,2025-04-03,9.5,3,23.8,No,3.7
H06975,2025-04-04,8.0,3,14.2,No,2.9
H06975,2025-04-05,4.4,3,15.7,No,1.4
H06975,2025-04-06,8.4,3,15.2,No,2.8
H06975,2025-04-07,7.7,3,17.4,No,2.9
H06976,2025-04-01,4.9,2,20.7,No,1.6
H06976,2025-04-02,6.1,2,24.5,No,1.9
H06976,2025-04-03,5.9,2,20.4,No,2.1
H06976,2025-04-04,5.6,2,18.2,No,1.8
H06976,2025-04-05,1.7,2,18.5,No,0.6
H06976,2025-04-06,5.7,2,14.8,No,2.1
H06976,2025-04-07,4.5,2,15.3,No,1.5
H06977,2025-04-01,17.3,5,14.7,Yes,8.3
H06977,2025-04-02,16.9,5,16.4,Yes,6.9
H06977,2025-04-03,19.8,5,20.4,Yes,8.9
H06977,2025-04-04,16.4,5,13.7,Yes,7.5
H06977,2025-04-05,20.0,5,19.5,Yes,8.8
H06977,2025-04-06,17.4,5,15.9,Yes,8.6
H06977,2025-04-07,19.6,5,19.4,Yes,9.7
H06978,2025-04-01,20.0,6,18.5,Yes,9.2
H06978,2025-04-02,18.7,6,15.2,Yes,8.8
H06978,2025-04-03,20.0,6,12.7,Yes,8.8
H06978,2025-04-04,20.0,6,17.6,Yes,9.8
H06978,2025-04-05,20.0,6,20.3,Yes,9.9
H06978,2025-04-06,20.0,6,17.2,Yes,8.2
H06978,2025-04-07,20.0,6,18.8,Yes,8.7
H06979,2025-04-01,14.5,6,14.9,No,4.7
H06979,2025-04-02,15.8,6,19.1,No,6.1
H06979,2025-04-03,11.8,6,13.8,No,3.9
H06979,2025-04-04,14.2,6,18.1,No,4.6
H06979,2025-04-05,12.2,6,18.9,No,4.3
H06979,2025-04-06,15.3,6,21.5,No,5.8
H06979,2025-04-07,16.4,6,12.2,No,6.1
H06980,2025-04-01,12.5,3,18.5,Yes,5.1
H06980,2025-04-02,12.2,3,17.2,Yes,5.5
H06980,2025-04-03,11.6,3,20.4,Yes,5.5
H06980,2025-04-04,11.4,3,17.4,Yes,5.5
H06980,2025-04-05,11.9,3,16.9,Yes,4.8
H06980,2025-04-06,9.3,3,17.4,Yes,4.4
H06980,2025-04-07,7.4,3,19.3,Yes,3.6
H06981,2025-04-01,6.0,3,17.5,No,2.1
H06981,2025-04-02,7.3,3,22.6,No,2.4
H06981,2025-04-03,6.7,3,12.6,No,2.6
H06981,2025-04-04,6.2,3,14.9,No,2.0
H06981,2025-04-05,6.6,3,13.6,No,2.3
H06981,2025-04-06,9.3,3,21.2,No,3.4
H06981,2025-04-07,6.5,3,19.7,No,2.1
H06982,2025-04-01,8.3,4,17.5,No,3.0
H06982,2025-04-02,10.7,4,19.8,No,4.1
H06982,2025-04-03,8.7,4,13.6,No,2.8
H06982,2025-04-04,11.5,4,15.4,No,3.9
H06982,2025-04-05,11.5,4,16.5,No,3.9
H06982,2025-04-06,8.5,4,15.1,No,3.3
H06982,2025-04-07,9.5,4,14.5,No,3.3
H06983,2025-04-01,15.6,6,14.4,No,6.1
H06983,2025-04-02,15.7,6,14.9,No,5.0
H06983,2025-04-03,17.9,6,20.0,No,6.3
H06983,2025-04-04,16.4,6,17.9,No,5.3
H06983,2025-04-05,13.3,6,18.0,No,4.0
H06983,2025-04-06,14.3,6,19.5,No,4.8
H06983,2025-04-07,15.4,6,14.9,No,5.3
H06984,2025-04-01,10.5,3,19.4,Yes,4.8
H06984,2025-04-02,8.9,3,12.8,Yes,3.8
H06984,2025-04-03,8.2,3,16.1,Yes,3.4
H06984,2025-04-04,10.6,3,16.1,Yes,4.9
H06984,2025-04-05,6.9,3,17.5,Yes,3.3
H06984,2025-04-06,9.7,3,15.6,Yes,3.9
H06984,2025-04-07,11.1,3,17.7,Yes,5.1
H06985,2025-04-01,4.5,1,16.8,Yes,2.0
H06985,2025-04-02,5.0,1,19.9,Yes,2.3
H06985,2025-04-03,1.7,1,16.9,Yes,0.8
H06985,2025-04-04,4.4,1,17.1,Yes,1.8
H06985,2025-04-05,3.8,1,19.7,Yes,1.9
H06985,2025-04-06,2.2,1,18.1,Yes,1.1
H06985,2025-04-07,2.8,1,17.8,Yes,1.4
H06986,2025-04-01,19.1,5,16.6,Yes,8.6
H06986,2025-04-02,17.1,5,19.3,Yes,7.6
H06986,2025-04-03,15.5,5,19.5,Yes,7.3
H06986,2025-04-04,17.8,5,18.0,Yes,7.3
H06986,2025-04-05,17.7,5,17.5,Yes,7.5
H06986,2025-04-06,17.9,5,15.8,Yes,8.0
H06986,2025-04-07,20.0,5,16.8,Yes,8.6
H06987,2025-04-01,1.2,1,15.6,No,0.4
H06987,2025-04-02,3.6,1,16.6,No,1.3
H06987,2025-04-03,4.1,1,17.4,No,1.3
H06987,2025-04-04,0.5,1,15.0,No,0.2
H06987,2025-04-05,1.1,1,18.1,No,0.4
H06987,2025-04-06,1.4,1,18.8,No,0.5
H06987,2025-04-07,0.9,1,20.8,No,0.3
H06988,2025-04-01,13.6,5,17.1,No,5.3
H06988,2025-04-02,10.9,5,17.0,No,4.3
H06988,2025-04-03,12.7,5,19.2,No,3.8
H06988,2025-04-04,10.7,5,15.6,No,4.3
H06988,2025-04-05,12.9,5,14.8,No,3.9
H06988,2025-04-06,11.4,5,20.3,No,4.3
H06988,2025-04-07,12.7,5,19.6,No,4.0
H06989,2025-04-01,16.0,6,19.4,No,5.5
H06989,2025-04-02,16.2,6,15.4,No,5.7
H06989,2025-04-03,12.8,6,17.6,No,4.7
H06989,2025-04-04,14.9,6,15.2,No,5.0
H06989,2025-04-05,16.3,6,18.3,No,5.3
H06989,2025-04-06,15.4,6,17.3,No,4.9
H06989,2025-04-07,14.4,6,21.6,No,5.5
H06990,2025-04-01,9.1,4,16.9,No,3.5
H06990,2025-04-02,7.7,4,14.2,No,3.0
H06990,2025-04-03,9.8,4,14.7,No,3.2
H06990,2025-04-04,11.9,4,14.3,No,4.2
H06990,2025-04-05,9.5,4,19.2,No,3.6
H06990,2025-04-06,8.3,4,18.9,No,2.6
H06990,2025-04-07,7.0,4,19.8,No,2.8
H06991,2025-04-01,12.5,3,15.8,Yes,6.2
H06991,2025-04-02,10.6,3,18.8,Yes,4.8
H06991,2025-04-03,12.0,3,17.4,Yes,4.8
H06991,2025-04-04,9.2,3,14.5,Yes,4.6
H06991,2025-04-05,7.8,3,15.6,Yes,3.8
H06991,2025-04-06,12.7,3,18.6,Yes,5.2
H06991,2025-04-07,11.2,3,20.9,Yes,4.5
H06992,2025-04-01,12.9,3,18.1,Yes,5.4
H06992,2025-04-02,10.5,3,14.2,Yes,4.9
H06992,2025-04-03,10.8,3,17.8,Yes,5.2
H06992,2025-04-04,8.9,3,17.1,Yes,4.3
H06992,2025-04-05,8.6,3,18.0,Yes,3.5
H06992,2025-04-06,9.2,3,16.9,Yes,3.9
H06992,2025-04-07,11.5,3,19.0,Yes,5.4
H06993,2025-04-01,7.6,3,16.5,No,2.9
H06993,2025-04-02,8.2,3,14.0,No,3.0
H06993,2025-04-03,9.6,3,19.7,No,3.5
H06993,2025-04-04,6.7,3,10.0,No,2.0
H06993,2025-04-05,8.4,3,17.9,No,3.1
H06993,2025-04-06,9.3,3,12.6,No,3.6
H06993,2025-04-07,8.0,3,18.2,No,2.9
H06994,2025-04-01,20.0,6,14.8,Yes,8.1
H06994,2025-04-02,20.0,6,14.2,Yes,8.4
H06994,2025-04-03,19.1,6,15.2,Yes,8.0
H06994,2025-04-04,20.0,6,17.6,Yes,8.8
H06994,2025-04-05,20.0,6,20.9,Yes,9.5
H06994,2025-04-06,20.0,6,21.0,Yes,8.9
H06994,2025-04-07,20.0,6,19.5,Yes,9.1
H06995,2025-04-01,18.5,5,18.1,Yes,8.0
H06995,2025-04-02,16.6,5,13.6,Yes,7.1
H06995,2025-04-03,18.6,5,18.9,Yes,9.0
H06995,2025-04-04,16.6,5,12.6,Yes,7.0
H06995,2025-04-05,20.0,5,15.9,Yes,9.0
H06995,2025-04-06,16.6,5,19.5,Yes,6.9
H06995,2025-04-07,19.4,5,18.1,Yes,8.7
H06996,2025-04-01,9.2,3,18.0,Yes,4.0
H06996,2025-04-02,12.9,3,17.6,Yes,5.2
H06996,2025-04-03,11.2,3,19.9,Yes,4.8
H06996,2025-04-04,11.0,3,19.1,Yes,4.7
H06996,2025-04-05,8.8,3,16.6,Yes,4.0
H06996,2025-04-06,12.0,3,17.2,Yes,5.9
H06996,2025-04-07,8.8,3,16.5,Yes,3.7
H06997,2025-04-01,3.1,1,20.6,Yes,1.4
H06997,2025-04-02,3.4,1,16.1,Yes,1.7
H06997,2025-04-03,3.9,1,16.8,Yes,1.8
H06997,2025-04-04,4.6,1,14.7,Yes,2.1
H06997,2025-04-05,2.9,1,20.6,Yes,1.4
H06997,2025-04-06,4.4,1,18.1,Yes,2.2
H06997,2025-04-07,4.2,1,11.9,Yes,2.1
H06998,2025-04-01,11.6,3,13.9,Yes,4.9
H06998,2025-04-02,13.0,3,15.3,Yes,5.6
H06998,2025-04-03,10.1,3,16.1,Yes,4.5
H06998,2025-04-04,7.6,3,16.4,Yes,3.2
H06998,2025-04-05,11.9,3,17.3,Yes,5.3
H06998,2025-04-06,9.0,3,16.9,Yes,3.7
H06998,2025-04-07,11.5,3,17.3,Yes,4.8
H06999,2025-04-01,16.8,6,15.5,No,6.0
H06999,2025-04-02,13.4,6,17.2,No,4.4
H06999,2025-04-03,15.5,6,16.4,No,5.6
H06999,2025-04-04,15.4,6,20.1,No,5.3
H06999,2025-04-05,14.8,6,15.4,No,5.6
H06999,2025-04-06,14.8,6,13.5,No,5.6
H06999,2025-04-07,14.8,6,14.7,No,4.6
H07000,2025-04-01,10.5,4,17.7,No,3.4
H07000,2025-04-02,10.0,4,21.4,No,3.9
H07000,2025-04-03,10.3,4,19.6,No,3.5
H07000,2025-04-04,12.4,4,15.1,No,4.6
H07000,2025-04-05,12.7,4,18.6,No,4.9
H07000,2025-04-06,7.5,4,18.1,No,2.8
H07000,2025-04-07,7.5,4,25.0,No,2.4
H07001,2025-04-01,3.6,1,16.5,No,1.3
H07001,2025-04-02,3.7,1,13.9,No,1.5
H07001,2025-04-03,2.4,1,19.9,No,0.8
H07001,2025-04-04,0.7,1,18.4,No,0.2
H07001,2025-04-05,1.0,1,21.5,No,0.4
H07001,2025-04-06,0.5,1,20.2,No,0.2
H07001,2025-04-07,0.9,1,14.9,No,0.4
H07002,2025-04-01,6.3,3,16.6,No,2.3
H07002,2025-04-02,7.5,3,22.8,No,2.3
H07002,2025-04-03,8.4,3,17.2,No,3.1
H07002,2025-04-04,9.2,3,19.7,No,3.4
H07002,2025-04-05,7.6,3,19.1,No,2.6
H07002,2025-04-06,8.4,3,16.4,No,3.2
H07002,2025-04-07,7.9,3,19.6,No,2.9
H07003,2025-04-01,8.7,3,14.8,No,3.4
H07003,2025-04-02,5.3,3,18.0,No,2.1
H07003,2025-04-03,9.7,3,12.0,No,3.1
H07003,2025-04-04,7.2,3,15.1,No,2.4
H07003,2025-04-05,6.3,3,17.2,No,2.5
H07003,2025-04-06,9.4,3,14.9,No,3.6
H07003,2025-04-07,5.7,3,18.0,No,1.8
H07004,2025-04-01,5.2,2,17.4,No,2.1
H07004,2025-04-02,4.5,2,23.3,No,1.4
H07004,2025-04-03,6.2,2,21.0,No,2.2
H07004,2025-04-04,7.1,2,19.2,No,2.7
H07004,2025-04-05,5.5,2,18.9,No,2.1
H07004,2025-04-06,6.4,2,20.0,No,2.4
H07004,2025-04-07,3.8,2,14.7,No,1.4
H07005,2025-04-01,19.7,5,16.4,Yes,8.7
H07005,2025-04-02,20.0,5,17.5,Yes,9.8
H07005,2025-04-03,20.0,5,19.1,Yes,8.5
H07005,2025-04-04,20.0,5,21.5,Yes,9.5
H07005,2025-04-05,20.0,5,16.6,Yes,8.3
H07005,2025-04-06,16.5,5,17.4,Yes,7.1
H07005,2025-04-07,16.7,5,17.6,Yes,8.2
H07006,2025-04-01,3.1,1,15.2,No,1.2
H07006,2025-04-02,0.5,1,17.7,No,0.2
H07006,2025-04-03,3.3,1,19.3,No,1.2
H07006,2025-04-04,3.0,1,19.1,No,1.1
H07006,2025-04-05,3.6,1,18.4,No,1.4
H07006,2025-04-06,0.7,1,19.0,No,0.2
H07006,2025-04-07,1.8,1,18.2,No,0.6
H07007,2025-04-01,5.9,2,17.9,Yes,2.4
H07007,2025-04-02,9.1,2,21.8,Yes,3.7
H07007,2025-04-03,10.3,2,20.2,Yes,4.3
H07007,2025-04-04,9.7,2,20.2,Yes,4.3
H07007,2025-04-05,4.6,2,12.6,Yes,1.9
H07007,2025-04-06,8.7,2,16.5,Yes,4.1
H07007,2025-04-07,8.6,2,17.2,Yes,3.6
H07008,2025-04-01,11.6,4,15.4,Yes,5.0
H07008,2025-04-02,15.4,4,20.3,Yes,7.1
H07008,2025-04-03,14.7,4,16.6,Yes,6.8
H07008,2025-04-04,14.8,4,14.8,Yes,6.9
H07008,2025-04-05,14.2,4,19.6,Yes,6.5
H07008,2025-04-06,12.8,4,16.8,Yes,5.8
H07008,2025-04-07,15.3,4,18.3,Yes,6.8
H07009,2025-04-01,16.5,5,25.0,Yes,6.9
H07009,2025-04-02,17.2,5,16.6,Yes,6.9
H07009,2025-04-03,18.3,5,14.2,Yes,7.9
H07009,2025-04-04,16.4,5,16.6,Yes,6.7
H07009,2025-04-05,15.0,5,12.6,Yes,7.5
H07009,2025-04-06,15.0,5,17.7,Yes,6.5
H07009,2025-04-07,19.6,5,21.4,Yes,8.3
H07010,2025-04-01,3.3,1,16.2,No,1.1
H07010,2025-04-02,0.5,1,21.1,No,0.2
H07010,2025-04-03,4.1,1,17.5,No,1.3
H07010,2025-04-04,3.1,1,18.7,No,1.1
H07010,2025-04-05,3.5,1,16.7,No,1.3
H07010,2025-04-06,0.5,1,21.4,No,0.2
H07010,2025-04-07,0.8,1,17.2,No,0.3
H07011,2025-04-01,12.6,3,18.8,Yes,5.1
H07011,2025-04-02,10.8,3,18.2,Yes,4.3
H07011,2025-04-03,10.7,3,13.3,Yes,4.6
H07011,2025-04-04,9.2,3,17.9,Yes,4.3
H07011,2025-04-05,11.0,3,16.1,Yes,4.9
H07011,2025-04-06,10.0,3,15.1,Yes,4.1
H07011,2025-04-07,10.7,3,16.5,Yes,5.3
H07012,2025-04-01,4.0,1,19.3,Yes,1.7
H07012,2025-04-02,3.3,1,16.6,Yes,1.4
H07012,2025-04-03,6.4,1,18.2,Yes,3.1
H07012,2025-04-04,7.4,1,17.6,Yes,3.5
H07012,2025-04-05,1.3,1,14.0,Yes,0.5
H07012,2025-04-06,4.2,1,18.1,Yes,1.7
H07012,2025-04-07,1.9,1,16.5,Yes,0.9
H07013,2025-04-01,7.6,3,17.7,Yes,3.7
H07013,2025-04-02,13.0,3,18.9,Yes,5.7
H07013,2025-04-03,12.2,3,17.6,Yes,5.7
H07013,2025-04-04,9.6,3,15.8,Yes,4.0
H07013,2025-04-05,11.1,3,15.8,Yes,5.2
H07013,2025-04-06,11.7,3,18.7,Yes,4.8
H07013,2025-04-07,9.1,3,16.6,Yes,4.2
H07014,2025-04-01,10.8,5,16.8,No,3.4
H07014,2025-04-02,11.0,5,19.8,No,4.2
H07014,2025-04-03,13.7,5,17.9,No,5.1
H07014,2025-04-04,13.0,5,16.6,No,4.9
H07014,2025-04-05,15.4,5,18.4,No,5.0
H07014,2025-04-06,14.6,5,15.8,No,4.8
H07014,2025-04-07,11.0,5,13.8,No,3.3
H07015,2025-04-01,5.2,3,22.2,No,2.0
H07015,2025-04-02,7.1,3,18.0,No,2.5
H07015,2025-04-03,9.8,3,19.2,No,3.8
H07015,2025-04-04,3.9,3,21.5,No,1.4
H07015,2025-04-05,7.3,3,23.0,No,2.2
H07015,2025-04-06,8.7,3,13.6,No,3.3
H07015,2025-04-07,6.1,3,19.4,No,2.4
H07016,2025-04-01,8.6,4,19.0,No,3.3
H07016,2025-04-02,6.9,4,19.9,No,2.6
H07016,2025-04-03,6.8,4,19.8,No,2.2
H07016,2025-04-04,9.7,4,18.5,No,3.0
H07016,2025-04-05,10.1,4,15.9,No,3.7
H07016,2025-04-06,11.6,4,19.4,No,4.5
H07016,2025-04-07,9.5,4,16.4,No,3.3
H07017,2025-04-01,20.0,6,16.6,Yes,8.3
H07017,2025-04-02,20.0,6,15.9,Yes,8.4
H07017,2025-04-03,20.0,6,17.7,Yes,9.4
H07017,2025-04-04,18.5,6,14.7,Yes,8.6
H07017,2025-04-05,20.0,6,16.5,Yes,8.1
H07017,2025-04-06,20.0,6,13.1,Yes,9.6
H07017,2025-04-07,20.0,6,19.7,Yes,9.3
H07018,2025-04-01,12.2,3,19.1,Yes,5.1
H07018,2025-04-02,11.7,3,15.1,Yes,5.1
